Junction,Date,Time,Direction,car,motorbike,bus,truck,total
5,01-11-2023,11:02:00,4,0,0,0,0,0
5,01-11-2023,11:03:00,1,0,0,0,0,0
5,01-11-2023,11:03:00,2,6,3,1,2,12
5,01-11-2023,11:03:00,3,2,4,1,3,10
5,01-11-2023,11:03:00,4,0,0,0,0,0
5,01-11-2023,11:04:00,1,0,0,0,0,0
5,01-11-2023,11:04:00,2,2,2,1,3,8
5,01-11-2023,11:04:00,3,0,0,0,0,0
5,01-11-2023,11:04:00,4,0,0,0,0,0
5,01-11-2023,11:05:00,1,0,0,0,0,0
5,01-11-2023,11:05:00,2,3,3,2,3,11
5,01-11-2023,11:05:00,3,8,10,0,4,22
5,01-11-2023,11:05:00,4,0,0,0,0,0
5,01-11-2023,11:06:00,1,0,0,0,0,0
5,01-11-2023,11:06:00,2,5,1,2,1,9
5,01-11-2023,11:06:00,3,0,0,0,1,1
5,01-11-2023,11:06:00,4,1,0,0,0,1
5,01-11-2023,11:07:00,1,0,0,1,0,1
5,01-11-2023,11:07:00,2,8,5,0,1,14
5,01-11-2023,11:07:00,3,8,5,0,2,15
5,01-11-2023,11:07:00,4,0,0,0,0,0
5,01-11-2023,11:08:00,1,0,0,0,0,0
5,01-11-2023,11:08:00,2,7,3,2,0,12
5,01-11-2023,11:08:00,3,0,1,0,0,1
5,01-11-2023,11:08:00,4,0,0,0,0,0
5,01-11-2023,11:09:00,1,0,0,0,0,0
5,01-11-2023,11:09:00,2,9,3,2,1,15
5,01-11-2023,11:09:00,3,4,8,0,2,14
5,01-11-2023,11:09:00,4,0,0,0,0,0
5,01-11-2023,11:10:00,1,0,1,0,0,1
5,01-11-2023,11:10:00,2,1,6,1,0,8
5,01-11-2023,11:10:00,3,0,3,0,1,4
5,01-11-2023,11:10:00,4,0,0,0,0,0
5,01-11-2023,11:11:00,1,0,0,0,0,0
5,01-11-2023,11:11:00,2,6,1,0,0,7
5,01-11-2023,11:11:00,3,3,8,1,2,14
5,01-11-2023,11:11:00,4,0,0,0,0,0
5,01-11-2023,11:12:00,1,1,1,0,1,3
5,01-11-2023,11:12:00,2,8,0,1,1,10
5,01-11-2023,11:12:00,3,0,0,0,0,0
5,01-11-2023,11:12:00,4,1,0,0,0,1
5,01-11-2023,11:13:00,1,0,0,0,0,0
5,01-11-2023,11:13:00,2,3,2,1,1,7
5,01-11-2023,11:13:00,3,3,0,0,0,3
5,01-11-2023,11:13:00,4,0,0,0,0,0
5,01-11-2023,11:14:00,1,0,0,0,1,1
5,01-11-2023,11:14:00,2,4,0,3,1,8
5,01-11-2023,11:14:00,3,4,2,2,2,10
5,01-11-2023,11:14:00,4,0,0,0,0,0
5,01-11-2023,11:15:00,1,0,0,0,0,0
5,01-11-2023,11:15:00,2,4,0,0,2,6
5,01-11-2023,11:15:00,3,0,3,0,2,5
5,01-11-2023,11:15:00,4,0,0,0,0,0
5,01-11-2023,11:16:00,1,0,0,0,0,0
5,01-11-2023,11:16:00,2,11,0,0,0,11
5,01-11-2023,11:16:00,3,3,3,0,3,9
5,01-11-2023,11:16:00,4,0,0,0,0,0
5,01-11-2023,11:17:00,1,0,0,0,0,0
5,01-11-2023,11:17:00,2,3,1,0,2,6
5,01-11-2023,11:17:00,3,2,2,0,1,5
5,01-11-2023,11:17:00,4,0,0,0,0,0
5,01-11-2023,11:18:00,1,0,0,0,0,0
5,01-11-2023,11:18:00,2,7,4,0,3,14
5,01-11-2023,11:18:00,3,4,5,3,0,12
5,01-11-2023,11:18:00,4,0,0,0,0,0
5,01-11-2023,11:19:00,1,0,0,0,0,0
5,01-11-2023,11:19:00,2,7,1,2,1,11
5,01-11-2023,11:19:00,3,1,2,0,0,3
5,01-11-2023,11:19:00,4,0,0,0,0,0
5,01-11-2023,11:20:00,1,0,0,0,0,0
5,01-11-2023,11:20:00,2,6,2,1,2,11
5,01-11-2023,11:20:00,3,7,7,1,0,15
5,01-11-2023,11:20:00,4,0,0,0,0,0
5,01-11-2023,11:21:00,1,0,0,0,0,0
5,01-11-2023,11:21:00,2,5,1,0,1,7
5,01-11-2023,11:21:00,3,1,2,0,0,3
5,01-11-2023,11:21:00,4,1,0,0,0,1
5,01-11-2023,11:22:00,1,0,0,0,0,0
5,01-11-2023,11:22:00,2,1,4,1,7,13
5,01-11-2023,11:22:00,3,6,7,0,1,14
5,01-11-2023,11:22:00,4,0,0,0,0,0
5,01-11-2023,11:23:00,1,0,0,0,0,0
5,01-11-2023,11:23:00,2,7,3,2,2,14
5,01-11-2023,11:23:00,3,0,0,0,0,0
5,01-11-2023,11:23:00,4,0,0,0,0,0
5,01-11-2023,11:24:00,1,0,0,0,0,0
5,01-11-2023,11:24:00,2,7,1,0,6,14
5,01-11-2023,11:24:00,3,2,7,2,3,14
5,01-11-2023,11:24:00,4,0,0,0,0,0
5,01-11-2023,11:25:00,1,0,0,0,0,0
5,01-11-2023,11:25:00,2,3,0,1,0,4
5,01-11-2023,11:25:00,3,0,0,0,0,0
5,01-11-2023,11:25:00,4,0,0,0,0,0
5,01-11-2023,11:26:00,1,0,0,0,0,0
5,01-11-2023,11:26:00,2,4,2,0,1,7
5,01-11-2023,11:26:00,3,6,6,0,3,15
5,01-11-2023,11:26:00,4,0,0,0,0,0
5,01-11-2023,11:27:00,1,0,0,0,0,0
5,01-11-2023,11:27:00,2,5,4,0,1,10
5,01-11-2023,11:27:00,3,0,0,0,0,0
5,01-11-2023,11:27:00,4,0,0,0,0,0
5,01-11-2023,11:28:00,1,0,0,0,0,0
5,01-11-2023,11:28:00,2,5,4,0,2,11
5,01-11-2023,11:28:00,3,8,3,0,0,11
5,01-11-2023,11:28:00,4,0,0,0,0,0
5,01-11-2023,11:29:00,1,0,0,0,0,0
5,01-11-2023,11:29:00,2,9,1,0,0,10
5,01-11-2023,11:29:00,3,0,0,0,0,0
5,01-11-2023,11:29:00,4,0,0,0,0,0
5,01-11-2023,11:30:00,1,0,1,0,0,1
5,01-11-2023,11:30:00,2,4,1,0,2,7
5,01-11-2023,11:30:00,3,8,6,0,0,14
5,01-11-2023,11:30:00,4,0,0,0,0,0
5,01-11-2023,11:31:00,1,0,0,0,0,0
5,01-11-2023,11:31:00,2,4,1,0,3,8
5,01-11-2023,11:31:00,3,1,5,0,1,7
5,01-11-2023,11:31:00,4,0,0,0,0,0
5,01-11-2023,11:32:00,1,0,0,0,0,0
5,01-11-2023,11:32:00,2,5,0,2,5,12
5,01-11-2023,11:32:00,3,3,0,1,2,6
5,01-11-2023,11:32:00,4,0,0,0,0,0
5,01-11-2023,11:33:00,1,0,0,0,0,0
5,01-11-2023,11:33:00,2,3,2,0,4,9
5,01-11-2023,11:33:00,3,1,2,1,3,7
5,01-11-2023,11:33:00,4,0,0,0,0,0
5,01-11-2023,11:34:00,1,0,0,0,0,0
5,01-11-2023,11:34:00,2,6,2,3,1,12
5,01-11-2023,11:34:00,3,2,5,0,4,11
5,01-11-2023,11:34:00,4,0,0,0,0,0
5,01-11-2023,11:35:00,1,0,0,0,0,0
5,01-11-2023,11:35:00,2,11,5,0,2,18
5,01-11-2023,11:35:00,3,2,3,0,3,8
5,01-11-2023,11:35:00,4,0,0,0,0,0
5,01-11-2023,11:36:00,1,0,0,0,0,0
5,01-11-2023,11:36:00,2,4,2,1,0,7
5,01-11-2023,11:36:00,3,0,1,0,0,1
5,01-11-2023,11:36:00,4,0,1,0,0,1
5,01-11-2023,11:37:00,1,0,0,0,0,0
5,01-11-2023,11:37:00,2,4,3,0,3,10
5,01-11-2023,11:37:00,3,6,5,0,5,16
5,01-11-2023,11:37:00,4,0,0,0,0,0
5,01-11-2023,11:38:00,1,0,0,0,0,0
5,01-11-2023,11:38:00,2,7,1,0,0,8
5,01-11-2023,11:38:00,3,2,2,0,0,4
5,01-11-2023,11:38:00,4,0,0,0,0,0
5,01-11-2023,11:39:00,1,0,0,0,0,0
5,01-11-2023,11:39:00,2,6,3,0,2,11
5,01-11-2023,11:39:00,3,4,2,0,4,10
5,01-11-2023,11:39:00,4,0,0,0,0,0
5,01-11-2023,11:40:00,1,0,0,0,0,0
5,01-11-2023,11:40:00,2,0,1,2,0,3
5,01-11-2023,11:40:00,3,0,1,0,1,2
5,01-11-2023,11:40:00,4,0,0,0,0,0
5,01-11-2023,11:41:00,1,0,0,0,0,0
5,01-11-2023,11:41:00,2,4,4,0,2,10
5,01-11-2023,11:41:00,3,5,8,0,6,19
5,01-11-2023,11:41:00,4,0,0,0,0,0
5,01-11-2023,11:42:00,1,0,0,0,0,0
5,01-11-2023,11:42:00,2,4,0,1,3,8
5,01-11-2023,11:42:00,3,0,0,0,0,0
5,01-11-2023,11:42:00,4,0,0,0,0,0
5,01-11-2023,11:43:00,1,0,0,0,0,0
5,01-11-2023,11:43:00,2,3,1,1,1,6
5,01-11-2023,11:43:00,3,6,2,0,0,8
5,01-11-2023,11:43:00,4,0,0,0,0,0
5,01-11-2023,11:44:00,1,0,0,0,0,0
5,01-11-2023,11:44:00,2,7,0,0,0,7
5,01-11-2023,11:44:00,3,4,0,0,1,5
5,01-11-2023,11:44:00,4,0,0,0,0,0
5,01-11-2023,11:45:00,1,0,0,0,0,0
5,01-11-2023,11:45:00,2,9,0,0,1,10
5,01-11-2023,11:45:00,3,4,2,0,2,8
5,01-11-2023,11:45:00,4,0,0,0,0,0
5,01-11-2023,11:46:00,1,0,1,0,0,1
5,01-11-2023,11:46:00,2,7,2,2,3,14
5,01-11-2023,11:46:00,3,5,5,1,0,11
5,01-11-2023,11:46:00,4,0,0,0,0,0
5,01-11-2023,11:47:00,1,0,0,0,0,0
5,01-11-2023,11:47:00,2,4,5,0,0,9
5,01-11-2023,11:47:00,3,0,4,1,3,8
5,01-11-2023,11:47:00,4,0,0,0,0,0
5,01-11-2023,11:48:00,1,0,0,0,0,0
5,01-11-2023,11:48:00,2,7,5,0,4,16
5,01-11-2023,11:48:00,3,9,2,0,3,14
5,01-11-2023,11:48:00,4,0,0,0,0,0
5,01-11-2023,11:49:00,1,0,0,0,1,1
5,01-11-2023,11:49:00,2,6,3,2,0,11
5,01-11-2023,11:49:00,3,0,0,0,0,0
5,01-11-2023,11:49:00,4,0,0,0,0,0
5,01-11-2023,11:50:00,1,0,0,0,0,0
5,01-11-2023,11:50:00,2,5,3,1,1,10
5,01-11-2023,11:50:00,3,2,3,2,2,9
5,01-11-2023,11:50:00,4,0,0,0,0,0
5,01-11-2023,11:51:00,1,0,0,0,0,0
5,01-11-2023,11:51:00,2,6,2,1,0,9
5,01-11-2023,11:51:00,3,4,0,0,2,6
5,01-11-2023,11:51:00,4,1,0,0,0,1
5,01-11-2023,11:52:00,1,0,0,0,0,0
5,01-11-2023,11:52:00,2,5,6,1,1,13
5,01-11-2023,11:52:00,3,4,1,0,0,5
5,01-11-2023,11:52:00,4,0,0,0,0,0
5,01-11-2023,11:53:00,1,0,0,0,0,0
5,01-11-2023,11:53:00,2,5,0,1,2,8
5,01-11-2023,11:53:00,3,6,2,1,3,12
5,01-11-2023,11:53:00,4,0,0,0,0,0
5,01-11-2023,11:54:00,1,0,0,0,0,0
5,01-11-2023,11:54:00,2,14,5,0,2,21
5,01-11-2023,11:54:00,3,4,2,0,1,7
5,01-11-2023,11:54:00,4,0,0,0,0,0
5,01-11-2023,11:55:00,1,0,0,0,0,0
5,01-11-2023,11:55:00,2,3,2,0,1,6
5,01-11-2023,11:55:00,3,1,4,0,1,6
5,01-11-2023,11:55:00,4,0,0,0,0,0
5,01-11-2023,11:56:00,1,0,0,0,0,0
5,01-11-2023,11:56:00,2,7,0,0,0,7
5,01-11-2023,11:56:00,3,0,0,0,0,0
5,01-11-2023,11:56:00,4,0,0,0,0,0
5,01-11-2023,11:57:00,1,0,0,0,0,0
5,01-11-2023,11:57:00,2,7,5,2,2,16
5,01-11-2023,11:57:00,3,4,1,1,0,6
5,01-11-2023,11:57:00,4,0,0,0,0,0
6,01-11-2023,09:00:00,1,0,0,0,0,0
6,01-11-2023,09:00:00,2,0,0,0,0,0
6,01-11-2023,09:00:00,3,0,0,0,0,0
6,01-11-2023,09:00:00,4,2,1,0,1,4
6,01-11-2023,09:01:00,1,1,2,0,0,3
6,01-11-2023,09:01:00,2,1,4,0,0,5
6,01-11-2023,09:01:00,3,0,0,0,0,0
6,01-11-2023,09:01:00,4,14,0,1,2,17
6,01-11-2023,09:02:00,1,0,2,0,0,2
6,01-11-2023,09:02:00,2,1,5,0,1,7
6,01-11-2023,09:02:00,3,0,1,0,1,2
6,01-11-2023,09:02:00,4,4,9,0,1,14
6,01-11-2023,09:03:00,1,1,1,0,0,2
6,01-11-2023,09:03:00,2,0,3,0,1,4
6,01-11-2023,09:03:00,3,0,1,0,1,2
6,01-11-2023,09:03:00,4,19,5,0,5,29
6,01-11-2023,09:04:00,1,2,0,0,0,2
6,01-11-2023,09:04:00,2,3,6,0,0,9
6,01-11-2023,09:04:00,3,1,0,0,0,1
6,01-11-2023,09:04:00,4,6,8,1,3,18
6,01-11-2023,09:05:00,1,1,0,0,1,2
6,01-11-2023,09:05:00,2,1,5,0,1,7
6,01-11-2023,09:05:00,3,1,1,0,0,2
6,01-11-2023,09:05:00,4,8,17,0,2,27
6,01-11-2023,09:06:00,1,0,1,0,0,1
6,01-11-2023,09:06:00,2,1,4,0,0,5
6,01-11-2023,09:06:00,3,0,0,0,0,0
6,01-11-2023,09:06:00,4,1,10,1,1,13
6,01-11-2023,09:07:00,1,0,1,0,0,1
6,01-11-2023,09:07:00,2,6,6,0,2,14
6,01-11-2023,09:07:00,3,0,4,0,0,4
6,01-11-2023,09:07:00,4,3,18,0,2,23
6,01-11-2023,09:08:00,1,1,0,0,0,1
6,01-11-2023,09:08:00,2,1,2,0,1,4
6,01-11-2023,09:08:00,3,0,0,0,0,0
6,01-11-2023,09:08:00,4,7,4,3,10,24
6,01-11-2023,09:09:00,1,0,0,0,0,0
6,01-11-2023,09:09:00,2,3,5,0,1,9
6,01-11-2023,09:09:00,3,3,1,1,0,5
6,01-11-2023,09:09:00,4,8,8,0,3,19
6,01-11-2023,09:10:00,1,0,0,0,0,0
6,01-11-2023,09:10:00,2,0,0,0,1,1
6,01-11-2023,09:10:00,3,0,0,0,0,0
6,01-11-2023,09:10:00,4,12,8,4,10,34
6,01-11-2023,09:11:00,1,1,2,0,0,3
6,01-11-2023,09:11:00,2,1,1,0,0,2
6,01-11-2023,09:11:00,3,0,1,0,1,2
6,01-11-2023,09:11:00,4,4,9,0,4,17
6,01-11-2023,09:12:00,1,0,0,0,0,0
6,01-11-2023,09:12:00,2,8,9,1,2,20
6,01-11-2023,09:12:00,3,5,0,0,0,5
6,01-11-2023,09:12:00,4,3,8,0,4,15
6,01-11-2023,09:13:00,1,1,0,0,0,1
6,01-11-2023,09:13:00,2,0,1,0,0,1
6,01-11-2023,09:13:00,3,1,1,0,0,2
6,01-11-2023,09:13:00,4,5,15,1,11,32
6,01-11-2023,09:14:00,1,1,0,0,0,1
6,01-11-2023,09:14:00,2,0,1,0,0,1
6,01-11-2023,09:14:00,3,1,0,1,0,2
6,01-11-2023,09:14:00,4,4,6,1,3,14
6,01-11-2023,09:15:00,1,0,0,0,0,0
6,01-11-2023,09:15:00,2,3,3,1,1,8
6,01-11-2023,09:15:00,3,1,0,0,1,2
6,01-11-2023,09:15:00,4,9,17,3,6,35
6,01-11-2023,09:16:00,1,1,0,0,1,2
6,01-11-2023,09:16:00,2,1,2,0,0,3
6,01-11-2023,09:16:00,3,0,0,0,0,0
6,01-11-2023,09:16:00,4,8,4,0,2,14
6,01-11-2023,09:17:00,1,0,2,0,0,2
6,01-11-2023,09:17:00,2,3,3,1,0,7
6,01-11-2023,09:17:00,3,2,0,0,1,3
6,01-11-2023,09:17:00,4,7,8,0,3,18
6,01-11-2023,09:18:00,1,2,0,0,0,2
6,01-11-2023,09:18:00,2,7,5,0,1,13
6,01-11-2023,09:18:00,3,1,1,0,0,2
6,01-11-2023,09:18:00,4,10,15,0,8,33
6,01-11-2023,09:19:00,1,1,1,0,0,2
6,01-11-2023,09:19:00,2,0,2,0,0,2
6,01-11-2023,09:19:00,3,0,0,0,0,0
6,01-11-2023,09:19:00,4,5,1,0,3,9
6,01-11-2023,09:20:00,1,1,0,2,0,3
6,01-11-2023,09:20:00,2,3,12,0,0,15
6,01-11-2023,09:20:00,3,0,1,0,0,1
6,01-11-2023,09:20:00,4,2,9,0,4,15
6,01-11-2023,09:21:00,1,1,0,0,0,1
6,01-11-2023,09:21:00,2,2,1,0,0,3
6,01-11-2023,09:21:00,3,0,5,0,0,5
6,01-11-2023,09:21:00,4,16,9,3,11,39
6,01-11-2023,09:22:00,1,2,1,0,0,3
6,01-11-2023,09:22:00,2,2,13,0,0,15
6,01-11-2023,09:22:00,3,0,0,0,0,0
6,01-11-2023,09:22:00,4,1,6,0,0,7
6,01-11-2023,09:23:00,1,0,1,0,0,1
6,01-11-2023,09:23:00,2,1,3,1,1,6
6,01-11-2023,09:23:00,3,0,0,0,1,1
6,01-11-2023,09:23:00,4,9,11,4,6,30
6,01-11-2023,09:24:00,1,2,0,1,1,4
6,01-11-2023,09:24:00,2,1,3,1,0,5
6,01-11-2023,09:24:00,3,0,0,0,0,0
6,01-11-2023,09:24:00,4,17,8,1,6,32
6,01-11-2023,09:25:00,1,0,0,0,0,0
6,01-11-2023,09:25:00,2,2,12,0,1,15
6,01-11-2023,09:25:00,3,0,1,0,0,1
6,01-11-2023,09:25:00,4,1,4,0,3,8
6,01-11-2023,09:26:00,1,1,1,0,1,3
6,01-11-2023,09:26:00,2,3,4,1,0,8
6,01-11-2023,09:26:00,3,1,1,0,0,2
6,01-11-2023,09:26:00,4,9,20,0,6,35
6,01-11-2023,09:27:00,1,3,3,2,0,8
6,01-11-2023,09:27:00,2,0,3,1,0,4
6,01-11-2023,09:27:00,3,0,4,0,2,6
6,01-11-2023,09:27:00,4,5,4,1,1,11
6,01-11-2023,09:28:00,1,2,1,0,0,3
6,01-11-2023,09:28:00,2,2,7,0,2,11
6,01-11-2023,09:28:00,3,0,1,0,0,1
6,01-11-2023,09:28:00,4,3,13,1,2,19
6,01-11-2023,09:29:00,1,0,1,0,0,1
6,01-11-2023,09:29:00,2,0,3,1,1,5
6,01-11-2023,09:29:00,3,0,1,0,0,1
6,01-11-2023,09:29:00,4,17,16,2,8,43
6,01-11-2023,09:30:00,1,0,0,0,0,0
6,01-11-2023,09:30:00,2,0,2,0,1,3
6,01-11-2023,09:30:00,3,1,2,0,1,4
6,01-11-2023,09:30:00,4,16,6,0,6,28
6,01-11-2023,09:31:00,1,0,1,0,0,1
6,01-11-2023,09:31:00,2,3,8,0,1,12
6,01-11-2023,09:31:00,3,0,1,0,0,1
6,01-11-2023,09:31:00,4,2,16,1,3,22
6,01-11-2023,09:32:00,1,0,1,0,0,1
6,01-11-2023,09:32:00,2,5,0,0,0,5
6,01-11-2023,09:32:00,3,1,0,0,1,2
6,01-11-2023,09:32:00,4,21,8,2,2,33
6,01-11-2023,09:33:00,1,1,3,0,0,4
6,01-11-2023,09:33:00,2,0,0,2,0,2
6,01-11-2023,09:33:00,3,0,1,0,0,1
6,01-11-2023,09:33:00,4,1,3,0,0,4
6,01-11-2023,09:34:00,1,0,1,0,1,2
6,01-11-2023,09:34:00,2,2,7,0,1,10
6,01-11-2023,09:34:00,3,0,3,0,1,4
6,01-11-2023,09:34:00,4,6,16,0,7,29
6,01-11-2023,09:35:00,1,2,0,0,0,2
6,01-11-2023,09:35:00,2,1,2,0,1,4
6,01-11-2023,09:35:00,3,1,2,0,0,3
6,01-11-2023,09:35:00,4,6,5,0,3,14
6,01-11-2023,09:36:00,1,1,1,0,0,2
6,01-11-2023,09:36:00,2,2,5,0,1,8
6,01-11-2023,09:36:00,3,1,2,0,1,4
6,01-11-2023,09:36:00,4,4,7,0,1,12
6,01-11-2023,09:37:00,1,0,0,1,0,1
6,01-11-2023,09:37:00,2,5,6,0,0,11
6,01-11-2023,09:37:00,3,1,1,0,0,2
6,01-11-2023,09:37:00,4,9,15,0,9,33
6,01-11-2023,09:38:00,1,0,1,0,0,1
6,01-11-2023,09:38:00,2,0,4,0,1,5
6,01-11-2023,09:38:00,3,0,1,0,0,1
6,01-11-2023,09:38:00,4,17,7,2,6,32
6,01-11-2023,09:39:00,1,1,2,1,0,4
6,01-11-2023,09:39:00,2,3,9,0,1,13
6,01-11-2023,09:39:00,3,0,4,0,1,5
6,01-11-2023,09:39:00,4,2,5,0,0,7
6,01-11-2023,09:40:00,1,0,0,0,0,0
6,01-11-2023,09:40:00,2,0,1,0,0,1
6,01-11-2023,09:40:00,3,0,0,0,0,0
6,01-11-2023,09:40:00,4,17,12,1,9,39
6,01-11-2023,09:41:00,1,1,0,1,0,2
6,01-11-2023,09:41:00,2,1,2,0,1,4
6,01-11-2023,09:41:00,3,0,1,0,0,1
6,01-11-2023,09:41:00,4,1,2,0,0,3
6,01-11-2023,09:42:00,1,0,0,0,0,0
6,01-11-2023,09:42:00,2,3,6,0,0,9
6,01-11-2023,09:42:00,3,0,2,1,0,3
6,01-11-2023,09:42:00,4,10,8,3,3,24
6,01-11-2023,09:43:00,1,1,1,0,0,2
6,01-11-2023,09:43:00,2,0,1,1,1,3
6,01-11-2023,09:43:00,3,1,1,0,0,2
6,01-11-2023,09:43:00,4,14,8,2,9,33
6,01-11-2023,09:44:00,1,1,1,0,0,2
6,01-11-2023,09:44:00,2,2,4,0,0,6
6,01-11-2023,09:44:00,3,0,0,0,0,0
6,01-11-2023,09:44:00,4,5,9,0,1,15
6,01-11-2023,09:45:00,1,2,3,0,0,5
6,01-11-2023,09:45:00,2,2,3,0,0,5
6,01-11-2023,09:45:00,3,5,2,0,0,7
6,01-11-2023,09:45:00,4,4,8,1,4,17
6,01-11-2023,09:46:00,1,0,0,0,0,0
6,01-11-2023,09:46:00,2,0,2,0,0,2
6,01-11-2023,09:46:00,3,0,0,0,0,0
6,01-11-2023,09:46:00,4,21,10,1,8,40
6,01-11-2023,09:47:00,1,2,1,0,1,4
6,01-11-2023,09:47:00,2,2,12,1,1,16
6,01-11-2023,09:47:00,3,0,1,0,0,1
6,01-11-2023,09:47:00,4,3,3,0,1,7
6,01-11-2023,09:48:00,1,0,0,1,0,1
6,01-11-2023,09:48:00,2,3,5,0,1,9
6,01-11-2023,09:48:00,3,2,2,0,0,4
6,01-11-2023,09:48:00,4,14,7,2,2,25
6,01-11-2023,09:49:00,1,2,0,0,0,2
6,01-11-2023,09:49:00,2,0,1,0,0,1
6,01-11-2023,09:49:00,3,0,1,0,0,1
6,01-11-2023,09:49:00,4,8,6,2,5,21
6,01-11-2023,09:50:00,1,1,0,0,0,1
6,01-11-2023,09:50:00,2,2,15,0,1,18
6,01-11-2023,09:50:00,3,1,2,0,1,4
6,01-11-2023,09:50:00,4,3,4,0,5,12
6,01-11-2023,09:51:00,1,0,0,0,0,0
6,01-11-2023,09:51:00,2,0,0,1,2,3
6,01-11-2023,09:51:00,3,0,1,0,1,2
6,01-11-2023,09:51:00,4,12,17,0,11,40
6,01-11-2023,09:52:00,1,2,2,0,1,5
6,01-11-2023,09:52:00,2,0,1,0,0,1
6,01-11-2023,09:52:00,3,0,2,1,1,4
6,01-11-2023,09:52:00,4,3,10,0,1,14
6,01-11-2023,09:53:00,1,0,0,0,0,0
6,01-11-2023,09:53:00,2,4,15,2,0,21
6,01-11-2023,09:53:00,3,0,3,0,0,3
6,01-11-2023,09:53:00,4,7,18,1,2,28
6,01-11-2023,09:54:00,1,2,2,0,0,4
6,01-11-2023,09:54:00,2,1,1,0,1,3
6,01-11-2023,09:54:00,3,1,1,0,1,3
6,01-11-2023,09:54:00,4,14,11,2,12,39
6,01-11-2023,09:55:00,1,0,1,0,0,1
6,01-11-2023,09:55:00,2,3,9,0,0,12
6,01-11-2023,09:55:00,3,1,2,0,0,3
6,01-11-2023,09:55:00,4,9,4,1,4,18
6,01-11-2023,09:56:00,1,2,2,1,1,6
6,01-11-2023,09:56:00,2,2,3,1,0,6
6,01-11-2023,09:56:00,3,0,2,2,0,4
6,01-11-2023,09:56:00,4,5,13,0,5,23
6,01-11-2023,09:57:00,1,0,0,0,0,0
6,01-11-2023,09:57:00,2,0,2,0,0,2
6,01-11-2023,09:57:00,3,0,0,0,0,0
6,01-11-2023,09:57:00,4,16,2,0,6,24
6,01-11-2023,09:58:00,1,0,0,1,0,1
6,01-11-2023,09:58:00,2,6,12,2,1,21
6,01-11-2023,09:58:00,3,0,5,0,1,6
6,01-11-2023,09:58:00,4,2,5,0,1,8
6,01-11-2023,09:59:00,1,0,0,0,0,0
6,01-11-2023,09:59:00,2,1,4,0,0,5
6,01-11-2023,09:59:00,3,0,0,0,0,0
6,01-11-2023,09:59:00,4,9,18,1,6,34
6,01-11-2023,10:00:00,1,1,2,0,0,3
6,01-11-2023,10:00:00,2,3,0,0,0,3
6,01-11-2023,10:00:00,3,2,0,0,1,3
6,01-11-2023,10:00:00,4,13,3,2,4,22
6,01-11-2023,10:01:00,1,0,1,0,1,2
6,01-11-2023,10:01:00,2,6,12,2,2,22
6,01-11-2023,10:01:00,3,1,3,1,0,5
6,01-11-2023,10:01:00,4,2,17,2,1,22
6,01-11-2023,10:02:00,1,0,1,0,1,2
6,01-11-2023,10:02:00,2,1,3,0,0,4
6,01-11-2023,10:02:00,3,1,0,0,0,1
6,01-11-2023,10:02:00,4,14,13,2,12,41
6,01-11-2023,10:03:00,1,3,1,0,1,5
6,01-11-2023,10:03:00,2,0,0,0,0,0
6,01-11-2023,10:03:00,3,1,4,0,0,5
6,01-11-2023,10:03:00,4,3,5,0,3,11
6,01-11-2023,10:04:00,1,0,0,0,0,0
6,01-11-2023,10:04:00,2,7,8,0,1,16
6,01-11-2023,10:04:00,3,1,2,0,0,3
6,01-11-2023,10:04:00,4,14,13,1,5,33
6,01-11-2023,10:05:00,1,1,2,0,0,3
6,01-11-2023,10:05:00,2,3,4,0,3,10
6,01-11-2023,10:05:00,3,1,1,0,0,2
6,01-11-2023,10:05:00,4,11,6,0,14,31
6,01-11-2023,10:06:00,1,0,0,0,0,0
6,01-11-2023,10:06:00,2,5,3,0,2,10
6,01-11-2023,10:06:00,3,0,1,0,0,1
6,01-11-2023,10:06:00,4,4,3,1,1,9
6,01-11-2023,10:07:00,1,0,0,0,0,0
6,01-11-2023,10:07:00,2,1,6,0,0,7
6,01-11-2023,10:07:00,3,0,2,0,1,3
6,01-11-2023,10:07:00,4,11,17,3,5,36
6,01-11-2023,10:08:00,1,0,0,0,0,0
6,01-11-2023,10:08:00,2,2,3,0,0,5
6,01-11-2023,10:08:00,3,1,1,0,0,2
6,01-11-2023,10:08:00,4,10,4,1,4,19
6,01-11-2023,10:09:00,1,1,3,0,0,4
6,01-11-2023,10:09:00,2,2,8,0,0,10
6,01-11-2023,10:09:00,3,0,1,0,0,1
6,01-11-2023,10:09:00,4,2,13,0,2,17
6,01-11-2023,10:10:00,1,0,0,0,0,0
6,01-11-2023,10:10:00,2,2,0,0,0,2
6,01-11-2023,10:10:00,3,0,0,0,1,1
6,01-11-2023,10:10:00,4,26,8,0,8,42
6,01-11-2023,10:11:00,1,3,4,0,1,8
6,01-11-2023,10:11:00,2,1,1,0,0,2
6,01-11-2023,10:11:00,3,0,2,0,1,3
6,01-11-2023,10:11:00,4,2,0,0,0,2
6,01-11-2023,10:12:00,1,0,0,0,0,0
6,01-11-2023,10:12:00,2,5,8,0,1,14
6,01-11-2023,10:12:00,3,2,3,0,0,5
6,01-11-2023,10:12:00,4,10,24,2,4,40
6,01-11-2023,10:13:00,1,0,0,0,0,0
6,01-11-2023,10:13:00,2,1,1,0,1,3
6,01-11-2023,10:13:00,3,0,0,0,0,0
6,01-11-2023,10:13:00,4,19,16,2,4,41
